,rec,lig,pocket_change,backbone_change
6663,2V0Z,3OQF,0.8065441774658604,0.36534406484064536
6664,2V0Z,3VSX,0.9290665083421514,0.2934964290177211
6665,3VYD,3OQF,0.8481308461572364,0.3979144066253444
6666,3VYF,2G21,0.7610332914739719,0.4103066480750046
6667,3VYF,2V12,1.0922640041982783,0.44841885181899604
6668,4RZ1,1HRN,0.7052154476372501,0.4065710270051223
6669,5KOQ,1HRN,0.8685750399361014,0.5371230552402199
6670,5KOQ,3VSW,0.7986914248481605,0.4230208328203231
6671,2V10,5SZ9,0.7458875087274728,0.2902500837400587
6672,2V10,4GJ7,0.9188095329798972,0.6134340288020448
6673,2V10,1HRN,1.0007899117039605,0.48934943206942283
6674,3OOT,2V12,1.1341636479485087,0.4005452117634992
6675,3VUC,5SZ9,0.6625082859222685,0.3708525313382665
6676,3VUC,2G1N,0.767559965084162,0.6103612513445278
6677,3VUC,2G27,2.3023000578316006,1.1970097172362033
6678,5SY2,2G21,0.7238595665812171,0.3861863395938399
6679,5SY2,5KOQ,0.3269081484148109,0.2687697561448867
6680,5SY2,3Q3T,1.1486346009945643,0.8633312939288851
6681,5TMK,2V10,0.6972909568977851,0.41678368053900156
6682,5TMK,2V12,0.8626072830589391,0.41423302620626495
6683,5TMK,2V0Z,0.4979315801298066,0.29914377814021126
6684,5VPM,5KOS,0.655677000716277,0.4581916034308632
6685,5VPM,5KOQ,0.5917562307400897,0.4242005421967306
6686,5VPM,2G1O,0.7452984784083544,0.3232723310151988
6687,5VPM,1RNE,0.9935365012020341,0.5056565039629176
6688,5SZ9,4GJ9,0.5147411352938837,0.4994293886884456
6689,5SZ9,2G1S,0.6285958711531353,0.2528006760635379
6690,4RYG,3VYF,0.7399653688696765,0.4092319857755719
6691,5KOS,4S1G,1.2611334408204213,0.7606586783834126
6692,5KOS,5SZ9,0.599446949754205,0.24864171009707922
6693,5KOS,2V12,1.1293185588696428,0.5034521595177409
6694,5KOS,2V0Z,0.7480966258034195,0.43317025589049285
6695,5KOS,1RNE,1.0197000517253698,0.4873394154820153
6696,3Q3T,5SZ9,0.8115829792469715,0.5272645039663274
6697,3Q3T,2G21,1.0225126553910142,0.4000916561656003
6698,3G6Z,2V13,1.9182422788782938,1.1723709853424076
6699,3G6Z,2V0Z,0.938707552736856,0.41857183925269575
6700,2G1N,4RYC,1.006785265244034,0.6283305143744953
6701,2G1N,4S1G,1.5483815713725209,0.9454229590128278
6702,3Q5H,2V13,0.9471585557182753,0.843861412397399
6703,2IKO,5SZ9,0.7041693057149756,0.30217604742329185
6704,2G22,2BKT,2.6540247467802063,1.5161400708000934
6705,1RNE,3GW5,0.9900668283309987,0.7181023139729694
6706,1RNE,2V12,0.8439842405549315,0.42195608480030167
6707,3VSX,4S1G,1.2037522546462944,0.6133675197511802
6708,2G20,5VPM,1.3347441566219211,1.1148144240186346
6709,2G24,2G1R,0.23536380607927213,0.1926295767688697
6710,2G24,2G1S,0.2083467343207655,0.15397077644799975
6711,2BKT,2V12,1.9502477186704013,1.0173920812837218
6712,2BKT,3Q4B,1.8694373505662893,1.0492911595453378
6713,4XX4,2BKT,2.6222529853178287,1.265983886153374
6714,4XX4,2IKU,0.8748709091587786,0.256704542659888
6715,4XX4,4GJD,1.018296748898475,0.8047522910809268
6716,4XX4,2V11,0.8024765148974924,0.4615954545230744
6717,2G1O,4XX4,1.2267339149298904,0.6185999168629576
6718,3GW5,2G1O,0.9892862658449646,0.6497508613447018
6719,3GW5,2G27,2.2451550191467846,1.0407485413469426
6720,3VSW,2V10,0.9416556393593439,0.5080299809444926
6721,4GJ5,4RZ1,1.1292716660743416,0.6522221630702227
6722,4GJ5,2G1O,0.8235766057458863,0.5124505551061207
6723,2G21,4XX3,1.044512262184441,0.6380688193148277
6724,2G21,2IKO,0.24252254142366123,0.14999999999999974
6725,2G27,3VYF,2.31943272613211,1.2741736145439522
6726,2G1S,4XX4,1.2110102721737521,0.6747839469044888
6727,2G1S,2G27,2.51721842275116,1.4920297725264273
6728,3Q4B,4S1G,0.9354595087641758,0.6399015549285682
6729,2I4Q,5VPM,1.2621399570516894,0.957794308554817
6730,4RYC,4RYG,0.4376118444886765,0.3910793823935665
6731,4RYC,4S1G,0.7198709238876253,0.5782621594052301
6732,4RYC,2I4Q,0.7052015669296261,0.405892954988247
6733,4GJ9,1HRN,0.6043164715008791,0.39698656568369295
6734,4GJ9,2I4Q,0.6516496374586577,0.3701444435499595
6735,4GJ9,2G27,2.364480096131071,1.2548155242903234
6736,4GJ9,3VSW,0.8528989880539953,0.6978850823991685
6737,2G1Y,2G1N,0.28569478434847473,0.25140975849530317
6738,2G1Y,3OQK,1.013046794982112,0.44191477308036076
6739,1HRN,2G1R,0.6081945557525639,0.2538647934104555
6740,2V16,2G1N,0.8035499768013133,0.6014715288357381
6741,2V16,4RZ1,0.920190411514173,0.6593954143759265
6742,2V16,3VYD,0.9777863150617715,0.468523852114276
6743,2V16,2G27,2.4371627300884793,1.2590672887101784
6744,2V16,3OQF,0.8718453494931516,0.49060925841696473
6745,3OQK,5SZ9,0.5675036932571147,0.1776521115193197
6746,3OQK,4GJ7,0.7410568833415059,0.44843660044133843
6747,3OQK,5KOQ,0.6527098332619033,0.3986022453524313
6748,3OQF,3Q3T,0.9592812944344594,0.6892025930636899
6749,4S1G,2BKT,2.7996886346749026,1.8076125300582337
6750,4S1G,2G1Y,0.7807317289624495,0.4079449434949242
6751,4S1G,3VYD,0.9688341460560226,0.5594969168815852
6752,2IKU,2G1Y,0.23304368999349265,0.15930657027672593
6753,2IKU,3VSW,0.9465996371306472,0.5661045250952628
6754,4W7P,2V55,1.2967807244060243,1.2093534711496956
6755,4W7P,5KKT,1.432451200369996,1.2006652025320894
6756,4W7P,3TWJ,1.5239044047841823,1.4411052856902722
6757,4W7P,2ETK,1.5358146632976266,1.4745206000595563
6758,4W7P,2ESM,1.6016665799514371,1.3379990034874207
6759,4W7P,2ETR,1.940113310025398,1.636502024135624
6760,4W7P,5BML,1.5794237697478297,1.2740219778324051
6761,4W7P,5HVU,1.6910903492216998,1.5205743797803646
6762,4W7P,4YVE,1.3076770774862772,1.206500051802733
6763,5KKS,3D9V,0.727988161106941,0.693658314404763
6764,5KKS,4YVC,0.8577089395593351,0.7836344811198633
6765,5KKS,3V8S,0.7697516256672617,0.24993449141725413
6766,5KKS,5HVU,0.9640017865359191,0.6975712811660834
6767,3V8S,2V55,1.1859347173627033,0.8063689705504957
6768,3V8S,5KKT,0.9160689689822505,0.48212628013830416
6769,3V8S,3NCZ,0.9563920443124996,0.5397662688608835
6770,3V8S,2ETK,0.8273119390196452,0.6137122511997989
6771,3V8S,2ESM,0.6275554808771467,0.45145653168383554
6772,3V8S,5BML,1.1125875837788892,0.6875890591666733
6773,3V8S,5HVU,1.4756271144677378,1.1551140469834391
6774,3V8S,4YVE,1.2807581767243872,0.6241544502587277
6775,5KKT,2V55,0.8260679469704949,0.6316207866923148
6776,5KKT,3D9V,0.5044391737365375,0.5714380495245698
6777,5KKT,3TWJ,1.1322511880943984,0.6747004520526139
6778,5KKT,2ESM,0.5055283869378651,0.32341521300025383
6779,5KKT,5BML,0.8260541963778982,0.7239120572739925
6780,5KKT,3V8S,0.7526766648200984,0.3527077402042659
6781,5KKT,5HVU,1.1070206853859326,1.1902237184664068
6782,2ETR,2V55,0.7640631556896024,0.49136432511935546
6783,2ETR,5KKT,0.9715322061497539,0.51788454311748
6784,2ETR,3TWJ,0.9413915232250603,0.5658925693097597
6785,2ETR,5HVU,0.8051574619051469,0.4629127887626355
6786,2ETR,4YVE,1.0428350532446933,0.49133055500926837
6787,2ETR,4W7P,0.9773379848268288,0.7848260953867426
6788,5BML,2V55,0.7943986787939447,0.5392596777063913
6789,5BML,5KKT,0.6966173701039754,0.43644205419123744
6790,5BML,3NCZ,0.8096732880201332,0.4875363234331032
6791,2ETK,2V55,0.7554141131544616,0.4366837528463837
6792,2ETK,5KKT,0.8986445823382312,0.4491971851104055
6793,2ETK,3D9V,0.28409367953194575,0.2617713697102889
6794,2ETK,4YVC,0.717976507489014,0.39020913196216583
6795,2ETK,5BML,0.9929844781833415,0.8448357828596044
6796,2ETK,5KKS,0.9108251312700403,0.6809157804016605
6797,2ETK,3V8S,0.887303355838926,0.5030574851180867
6798,4YVC,2V55,1.987079197121289,0.4624551870181593
6799,4YVC,3TWJ,2.1695014688579084,0.5127876753589156
6800,4YVC,2ETK,0.6441846620247017,0.3357029937310665
6801,4YVC,2ESM,0.6963309270741894,0.3265511700586383
6802,4YVC,2ETR,0.9352222675146127,0.4310072505190612
6803,4YVC,5BML,2.3419141688710483,0.6977061702464737
6804,2V55,3D9V,0.5753680706006084,0.4290213669892606
6805,2V55,2ETK,0.4776996423233554,0.39840879938647716
6806,2V55,5BML,1.1497358204344699,1.0789794841760103
6807,2V55,5KKS,1.0377261171029895,0.9979324535348985
6808,2V55,4YVE,0.9359808647106401,0.6029051887873157
6809,2V55,4W7P,0.8200468911071235,0.6902928364107531
6810,2ESM,5KKT,0.9628304742393097,0.5431340928878825
6811,2ESM,3D9V,0.7547002256230986,0.45411134219606564
6812,2ESM,3TWJ,1.2148366849791665,0.7431900833568771
6813,2ESM,4YVC,0.7852471206827449,0.47801453952782513
6814,2ESM,2ETK,0.6447285586087478,0.3270815392732135
6815,2ESM,2ETR,0.9955478856351371,0.4309925421960003
6816,2ESM,3V8S,0.6067447451064459,0.42124062798674394
6817,2ESM,4W7P,1.0674135218680094,0.6769679132392881
6818,3TWJ,3D9V,1.175565202553456,0.6836361117826725
6819,3TWJ,2ESM,1.0249088264641417,0.4780372370433057
6820,3TWJ,2ETR,1.0551648370436408,0.7149393330905783
6821,3TWJ,5HVU,0.8996224528613699,0.6946733045108336
6822,3NCZ,2V55,0.9811160586741179,0.7492511075882539
6823,3NCZ,5KKT,1.0351330326817119,0.7312407264369254
6824,3NCZ,3D9V,0.7492045901201771,0.48771802816791665
6825,3NCZ,2ETR,0.9364065237800202,0.4434625125081048
6826,3NCZ,5BML,1.4102937198139929,1.1788150224453606
6827,3NCZ,5KKS,1.3774898693660822,1.1367299253019265
6828,3NCZ,3V8S,1.1884651146613947,0.7667809987212755
6829,3NCZ,4YVE,1.2625054087870262,0.6844414342535659
6830,3NCZ,4W7P,1.3521457223781237,0.869706190125641
6831,3D9V,2V55,0.7517287626066472,0.715270959465395
6832,3D9V,5KKT,0.953639886046124,0.7772156912783171
6833,3D9V,3NCZ,0.836210173667754,0.3746850529296427
6834,3D9V,2ETK,0.4045409002807999,0.2310652865894541
6835,3D9V,5BML,1.1989296565806404,1.260531309336734
6836,3D9V,5KKS,1.1738610497179573,1.167316616575526
6837,3D9V,5HVU,1.3229809514645874,1.3968980218087979
6838,5HVU,3D9V,0.6904468053693761,0.563209885389099
6839,5HVU,3TWJ,0.8613474476260525,0.5691582301162769
6840,5HVU,4YVC,0.33582072970559756,0.2691233453270079
6841,5HVU,3NCZ,0.8095273718593303,0.4944904223316949
6842,5HVU,2ETK,0.6335611028564109,0.4757795941633295
6843,5HVU,2ETR,0.983445456300064,0.5731960833781067
6844,5HVU,4W7P,0.784934281058864,0.6990661628200863
6845,4YVE,2V55,0.8274356154254042,0.475449548035618
6846,4YVE,3D9V,0.775734370489874,0.4617387944343767
6847,4YVE,4YVC,0.695372087175378,0.7783414601390759
6848,4YVE,2ETK,0.8529570240824013,0.42295494900626057
6849,4YVE,2ETR,0.9594555927622488,0.5455662196287431
6850,4YVE,5BML,1.080598226951112,0.9397232184386661
6851,4YVE,3V8S,0.7479960438616323,0.5367337949735088
6852,4YVE,5HVU,1.1837483315128894,1.2767269231764615
6853,4YVE,4W7P,0.7551403949789949,0.6436721658910359
6854,3KWY,3OZJ,0.8563354934094045,0.701502387736494
6855,3KWY,4RMD,0.6776382061701789,0.6558124731964169
6856,4K4J,1MZN,0.7093532613463587,0.5517056280300207
6857,4K4J,5MKJ,1.1160867962851744,0.6809731598561322
6858,4K4J,5EC9,1.0344656133787902,0.9087278653883845
6859,2P1U,3FUG,0.3565663868556522,0.2900218382582031
6860,5MK4,3PCU,0.996034548310736,0.7601447700461872
6861,3PCU,4PP5,0.43944035725705405,0.4087121542112512
6862,3PCU,4RMD,0.6645888666703108,0.2619269936451769
6863,3OAP,4M8H,0.17861163917018064,0.11944245476379198
6864,3E94,4RMD,0.7131826479673371,0.2633263184719671
6865,4RMD,1DKF,1.1228753270065202,0.6973068191262725
6866,2ZXZ,3R2A,2.8943850987731397,2.3283115663501737
6867,2ZXZ,1MV9,0.8819056592610883,0.5464341750772067
6868,2ZXZ,3A9E,7.771405535680144,7.800502000162903
6869,3A9E,1MV9,1.1294743455684593,0.6630973533350908
6870,3A9E,4RMD,1.0316578495822397,0.5174487238540469
6871,1FBY,2ZY0,0.6261743326516943,0.3882522375981885
6872,1FBY,4POJ,0.6557825908421269,0.4689504238189793
6873,1FM6,2ZXZ,1.0653985355132054,0.9897933005318716
6874,1FM6,5EC9,1.0202034775441708,0.9926717735485368
6875,1FM6,4RFW,0.9537605749741386,0.7186896931221438
6876,1FM9,2ZXZ,0.7862809511728075,0.5267522187898223
6877,1FM9,5MKJ,1.049120107518677,0.7074360748505829
6878,1FM9,2P1U,0.9608431336448876,0.4614769766738101
6879,4RMC,4PP3,0.5641894822928059,0.19335570478118355
6880,4RMC,1MV9,0.3195208279968768,0.20080700820801778
6881,4RMC,4M8H,0.2589251233700491,0.14828418661475476
6882,5MKU,5MK4,1.4271545903366951,1.1710011030453087
6883,5MKU,1MZN,1.578708923577939,1.3794498903548473
6884,5MKU,3KWY,2.3892564527118885,1.713772228156356
6885,5MKU,4M8H,1.4019265541239656,1.1224638078797913
6886,1DKF,3OZJ,2.5358163484746865,2.5505419424114617
6887,1DKF,5LYQ,1.9776784955039957,1.751569010915642
6888,5MMW,2ZY0,1.0749391655705074,0.8566241104864293
6889,5MMW,1K74,1.9704375462849681,1.6027599513147508
6890,5MMW,3R5M,1.42341595312465,0.83972102510298
6891,5MMW,4PP3,1.0718148101138965,0.8147876410451996
6892,5MMW,4POJ,1.2560511165583221,0.9081913344664778
6893,5MMW,4PP5,1.1143409342059816,0.913757875230335
6894,5MMW,4POH,1.1735923635207781,0.9164992188659074
6895,2P1V,4PP3,0.9311754451645616,0.19354682895878228
6896,2P1V,4K6I,0.8601180763494961,0.3263815252124401
6897,2P1V,4POH,0.9019440867333298,0.45422942991400334
6898,5MJ5,1MV9,1.2181342850292147,0.8955631508402175
6899,1MV9,5MK4,1.4764495955376418,0.8722624796088225
6900,1MV9,2P1T,0.29009598241331414,0.23169052634926535
6901,3H0A,3R5M,1.1394526121428434,0.6655749394320672
6902,3H0A,1DKF,1.308229425891816,0.8236913430232409
6903,3H0A,3KWY,1.94324922982894,0.7524349995656973
6904,1MZN,5MJ5,1.406553002138948,0.7482262358404711
6905,1MZN,3FC6,4.569915525526458,3.0044332452228013
6906,3FC6,4PP3,0.9130353908803317,0.468192573322436
6907,4M8E,5MMW,0.9323629039249607,0.5863059141779148
6908,4M8E,3FUG,0.329883453697296,0.20361661836089723
6909,4M8E,4RME,0.40698235668817706,0.2573148432784797
6910,4M8E,4RFW,0.22791215592783146,0.15331421982321358
6911,3FUG,4PP3,0.9391237785449643,0.1677130485879595
6912,4POJ,3R5M,0.6126944589271236,0.5350929825740587
6913,2P1T,4RME,0.7357696930678194,0.2552121666378774
6914,3FAL,1RDT,0.866421287378272,0.6344855308743369
6915,4OC7,4RFW,0.856553398802433,0.4193973056661187
6916,1K74,1RDT,1.162025131818045,1.0174137309865636
6917,1K74,2P1U,1.2180143468582552,0.9253651171294488
6918,3OZJ,3R2A,2.807911319597435,1.5500120644691773
6919,3OZJ,4PP3,1.3810763221821984,0.8737655101150821
6920,3OZJ,4RMD,1.1413250482100363,0.8954506546985169
6921,3OZJ,3E94,1.0390127405378633,0.8835564498095202
6922,3OZJ,4RFW,1.147784645234782,0.7781585099879501
6923,2ZY0,5EC9,1.0620628234055716,0.9160412563489324
6924,4ZSH,3OZJ,0.9764762934208399,0.8529024395724123
6925,4ZSH,4RMC,0.7183874182908692,0.31629226990238113
6926,4ZSH,3A9E,8.959922215402354,9.126467149176618
6927,4RFW,3FC6,4.6516625133882545,3.0966256231582157
6928,4RFW,4K4J,0.21681918462979563,0.12735854898671098
6929,4PP5,3R5M,0.3026585274042785,0.22866919337768343
6930,4PP5,5MKJ,1.0199233652841924,0.4966752795673785
6931,4PP5,4RFW,0.39127402304665054,0.34532834616733343
6932,3TZ9,5TEH,4.944904189851257,3.5560488841784315
6933,3QLF,3UQF,0.9310677850398341,0.7044298226225233
6934,3QLF,3DQX,0.7731817380150671,0.40977701253242654
6935,5D11,3UQG,0.47930401778350945,0.3883549922429221
6936,5D11,5D10,0.6044693540618912,0.5335797972187479
6937,3TZ8,3GEQ,3.7741718486122413,2.4758184056545374
6938,3TZ8,2BDF,4.094211848609,2.585153404539081
6939,2QLQ,5K9I,0.8100921805011396,0.6312975866080455
6940,2QLQ,5TEH,2.1196281301814266,1.1560017301025114
6941,3GEQ,2HWO,0.6747771141985729,0.607286588029079
6942,3GEQ,3EN4,0.7912263916848012,0.6894806419005217
6943,3GEQ,5SYS,3.3197427279559655,2.495324470742375
6944,3GEQ,4DGG,2.3598151131859995,1.922358100528272
6945,3QLG,3TZ8,3.854275583391421,2.864592423015881
6946,3QLG,4YBK,2.9747344380652696,2.4213812549489555
6947,3QLG,5D10,0.7634882024590282,0.41762123988130784
6948,4YBK,3TZ9,4.854980786817491,4.340427176146211
6949,4YBK,3F3V,5.7550244383246785,5.1193802749942305
6950,4YBK,5XP7,1.986656524955471,1.6655049856253379
6951,4MCV,5J5S,3.4013003720862183,2.7414253311286534
6952,4MCV,5TEH,1.9577279098397502,1.7441360939690784
6953,4MCV,1YOM,1.1686799961209797,1.1330111306700488
6954,5SWH,3UQG,0.49117301286962894,0.4342299697932729
6955,3G5D,2HWO,0.9234979434806032,0.428021962053351
6956,3G5D,5J5S,2.8287047381793524,2.176772136291103
6957,3G5D,3GEQ,0.6015105614663433,0.3009750820250739
6958,1YOM,3EL7,1.4180806524461524,0.7559983465590385
6959,5SYS,4MCV,3.47288864844759,2.2596297816235293
6960,4MXO,3DQW,1.5684333521064897,0.6646369936539293
6961,4MXO,5XP7,1.5722412187701986,0.5157221012466745
6962,4MXO,5D10,1.250480060197835,0.5972957391443545
6963,2OIQ,4FIC,1.0617237271189113,0.924886479520595
6964,2OIQ,3EL7,1.4081363236144266,0.8864806822486321
6965,2OIQ,3GEQ,4.085898491050244,2.7205970239391695
6966,4U5J,5J5S,2.9052527191631237,2.2383696215102638
6967,3TZ7,2HWP,4.674452037172495,3.00500657237218
6968,3TZ7,4YBJ,0.9610744098541983,0.3913828540719924
6969,1YOL,4FIC,0.4462949618609378,0.3686161379305811
6970,1YOL,5SYS,1.5580866872545955,0.7025030572563693
6971,1YOL,4YBJ,1.2463230068417968,0.5084351154932818
6972,3F3V,3TZ9,0.4730747449248525,0.29889149368959944
6973,2QQ7,2HWP,0.8459655648087014,0.45819246320005413
6974,4MXY,5TEH,2.118003234683002,1.2323235505878045
6975,5K9I,3EL8,3.27353956480641,1.325351479968444
6976,5K9I,3EL7,3.228928576168881,1.6952832464559677
6977,5K9I,4MXX,1.161297812232354,0.8066456781016058
6978,3G6G,5TEH,3.8343934974560625,2.862280306950309
6979,3G6G,5SWH,3.7268438121284344,2.5525071988145305
6980,5T0P,1YOM,0.6428470455276762,0.5747308065520766
6981,4LGG,3D7T,4.968741996800521,3.3708496703353594
6982,4LGG,3G5D,0.9372207518535418,0.6459638631533503
6983,4LGG,4O2P,2.157912871082536,1.5305199468456163
6984,4LGG,4YBJ,2.8082065483475067,1.787796955020606
6985,4MXX,3F3V,4.265517882839495,3.0634169194254675
6986,3F6X,5J5S,3.239680238915589,2.501504573918132
6987,3F6X,3F3V,3.809905931132898,2.6289342385782932
6988,3F6X,3UQF,1.1788054045592862,0.7746693201331492
6989,3F6X,4O2P,2.1491874726702944,1.38495172216481
6990,3DQX,3DQW,1.6807574613356968,0.6526220618057251
6991,3DQX,5D10,1.119454518138999,0.823114436150892
6992,3EL8,3SVV,1.1147587382229593,0.3773075668469953
6993,3EL8,3D7T,4.086197647481789,1.9167877146040828
6994,3EL8,4LGG,0.5158813540229686,0.39492678646385415
6995,3EL8,1YOL,0.7480015900971593,0.48771359992884716
6996,3OEZ,3EL8,1.7598383913406264,0.9743935843091628
6997,3OEZ,3F3V,1.1721148129903745,0.8816108191053674
6998,3OEZ,3F6X,3.4621342798089985,2.163725721989735
6999,3UQG,5J5S,2.957515224393783,2.28265633272583
7000,3UQG,3DQX,0.5100463764428181,0.26772996345820804
7001,3UQG,5D10,0.500101989598122,0.4160079326166752
7002,5TEH,2QQ7,0.6809294961472915,0.4436861825338136
7003,5TEH,2HWP,0.7923825465013726,0.7499493316218102
7004,5TEH,3EN5,0.6808827390585152,0.44340500673763283
7005,5TEH,4YBK,1.657238657752709,1.2596372989872917
7006,4MXZ,3D7T,1.7754389527663292,0.8973349430396653
7007,4MXZ,5D12,0.6937202010834802,0.41544614572769806
7008,3EN5,4O2P,0.734307757914441,0.5540160196239816
7009,3EN5,4YBJ,0.7528475004769285,0.4725307108826608
7010,5D12,5XP7,2.032377671595513,0.9337400066399639
7011,3EL7,3G5D,1.2238857906567215,0.33069389856097237
7012,3EL7,3EN7,5.045099659216711,3.1198956179120265
7013,3EL7,4U5J,4.782823290738932,2.7814972886319103
7014,5XP7,3G5D,0.7073552189650553,0.46265494701775356
7015,3UQF,4FIC,0.37096696532400586,0.31322493058959605
7016,3UQF,3DQW,1.0427590476100168,0.4836260361654889
7017,4O2P,4MXX,2.7769709173356776,1.981151335810724
7018,3F3W,3DQW,5.230437899565592,4.245597680735501
7019,3F3W,3TZ7,0.6806272737073396,0.3678906842467689
7020,3F3W,5K9I,3.9804745664548022,2.5937685661986114
7021,3SVV,3UQF,0.9209474812158915,0.6066146841282363
7022,3SVV,5D11,0.6067414436868307,0.6138018138346177
7023,3SVV,4DGG,3.1498917261705897,2.6871931738984003
7024,3SVV,5SWH,1.298946626582354,0.6573548001903792
7025,4LGH,3GEQ,1.0358916705869825,0.4460186842125192
7026,4LGH,3EN4,0.8095348152002337,0.24950851688870282
7027,4LGH,4DGG,1.753041565613671,1.8041009236894543
7028,5D10,3UQG,0.44660434888662287,0.31119407128028687
7029,5D10,4YBJ,1.4195406972710545,0.6487224723669177
7030,3DQW,3F6X,0.42148776308005625,0.32222818002154946
7031,2HWP,3TZ7,3.559233075596448,2.308237993874037
7032,4X2F,3KCF,1.120011591280095,0.7177055856633051
7033,4X2F,3TZM,0.8102872268523059,0.3499676175495864
7034,4X2F,4X2K,0.4567812046981764,0.2072609466349114
7035,4X2F,3HMM,1.0479793737746665,0.33581382204567395
7036,2X7O,4X2F,0.5966712205683676,0.397345777210061
7037,2X7O,1PY5,0.663335856360361,0.41662373112118045
7038,2X7O,3TZM,1.6759341872519937,0.6689413277709794
7039,2X7O,2WOU,1.022666953662436,0.5965294867577204
7040,2X7O,3HMM,0.9651131028044427,0.4609591088155224
7041,5E8W,3GXL,0.9629234171243191,0.5593910751880126
7042,5E8W,2WOT,0.7726692418373805,0.3099429671038567
7043,5E8W,2WOU,0.7903530112253264,0.38591421038590656
7044,5E8W,4X0M,0.3251431637341872,0.24885872833129002
7045,5E8W,5FRI,0.5394677433858723,0.44307039508412266
7046,1PY5,4X2F,1.0930270810917715,1.139574262608629
7047,1PY5,3KCF,1.1790630814337286,0.7508729364324338
7048,1PY5,1VJY,0.9057892082287082,0.5714535073924304
7049,1PY5,2WOT,1.2612681392744907,1.090311881986067
7050,1PY5,5E90,0.9161794566977586,0.532499139279429
7051,1PY5,2WOU,1.2184265297232058,1.2596602319673362
7052,1VJY,1PY5,0.7268891451028093,0.27282705144468294
7053,1VJY,4X0M,0.8605058347661951,0.4695405555788905
7054,2WOU,4X2F,0.6877243919519751,0.21703061008596405
7055,2WOU,1PY5,0.5600283420528277,0.25678940788124366
7056,2WOU,1RW8,0.7917146797592812,0.260943799824151
7057,2WOU,5FRI,0.7276646964418166,0.4006976728158031
7058,2WOU,4X2J,0.5038083365725505,0.18920036410582755
7059,3KCF,3FAA,0.6948751446602955,0.35803402580811217
7060,3KCF,2WOT,1.0815434382359348,0.7535071886407796
7061,3KCF,5E90,0.7712220821527348,0.5465840511760278
7062,3KCF,3HMM,0.9184315620071575,0.5945667635881069
7063,3FAA,5USQ,1.3427174589626718,0.8874862674993897
7064,3FAA,1PY5,0.8724644159751482,0.567606377694966
7065,3FAA,5FRI,1.4746768746458947,0.7250218387515421
7066,5E90,3FAA,0.9947231583534712,0.4973638004519437
7067,5E90,1VJY,0.6959431054117491,0.3347368369331323
7068,5E90,3TZM,0.6331249830689405,0.41992986427389367
7069,5E90,2WOU,0.6207682481802027,0.40547749629295077
7070,5E90,3HMM,0.7771983449814207,0.3376342830503261
7071,3TZM,4X2F,0.3400172717643019,0.2811641615040692
7072,3TZM,3GXL,0.5556069118905382,0.26717199516416384
7073,3TZM,5E90,0.5652342723231628,0.367986110849007
7074,3TZM,5FRI,0.8670975302606543,0.33376994322437187
7075,1RW8,3FAA,2.169794745505612,0.9440887140518114
7076,1RW8,5USQ,0.9679828813495919,0.6948622165580732
7077,1RW8,3KCF,0.9175939400894543,0.5883127002991977
7078,1RW8,1VJY,0.7490789564651167,0.30545703462189283
7079,1RW8,3GXL,1.7237168111848564,0.8124811606207482
7080,1RW8,2WOT,0.9117847677421286,0.5210731447908452
7081,1RW8,5E8W,1.07428428001424,0.7725666637902523
7082,1RW8,5FRI,0.9343436812833373,0.49362688338460453
7083,5FRI,4X2F,0.7891102087596048,0.3860494046843538
7084,5FRI,3FAA,0.8646027073657347,0.43260335951847106
7085,5FRI,5USQ,0.7557161614433471,0.607529169923299
7086,5FRI,3KCF,0.9143804571240415,0.5489133204189284
7087,5FRI,1PY5,0.5835312256923568,0.37936670913510623
7088,5FRI,4X0M,0.4640002873562326,0.41314061367368216
7089,5FRI,2X7O,1.1583874038327981,0.6248236058773214
7090,4X2J,4X2F,0.22587435980007592,0.21797050914548524
7091,4X2J,4X2K,0.0,0.0
7092,4X2J,2WOU,0.6998258053935542,0.2661071212876496
7093,3GXL,3KCF,0.9697986290732633,0.5534098340691485
7094,3GXL,1PY5,0.5771379449899045,0.3130132356854678
7095,3GXL,3TZM,0.5575283920077403,0.3171400321624504
7096,4X2K,5USQ,0.7374523413429592,0.4615732413635526
7097,4X2K,2WOT,0.8051536803490322,0.3159931839576475
7098,4X2K,5E90,0.8232779649638009,0.2709745375491954
7099,4X2K,2X7O,1.5191940857254194,0.6925448842253239
7100,4X2K,5FRI,0.833918480377365,0.439822596812246
7101,5E8Z,3KCF,0.9532344569936614,0.6638879971254737
7102,5E8Z,3HMM,0.7848472868885151,0.23144506514898563
7103,5E8Z,2X7O,0.9513057212812638,0.632450551426751
7104,2WOT,4X2F,0.6693693460478835,0.29473426287808163
7105,2WOT,5USQ,0.5481132220323339,0.3473261501031195
7106,2WOT,1VJY,0.5978585760220195,0.25137337056373116
7107,2WOT,4X2K,0.8162603751254864,0.28773714856908245
7108,2WOT,2WOU,0.3230852785600453,0.2631005300049565
7109,2WOT,2X7O,1.3904620351641666,0.7304282609842287
7110,2WOT,5FRI,0.5842309015009876,0.46285891478937735
7111,2WOT,4X2J,0.8162603751254864,0.28773714856908245
7112,3HMM,4X2K,0.9865699333211682,0.36187667412079455
7113,3HMM,2WOT,0.92602895723062,0.4339848133078135
7114,3HMM,4X0M,0.7098478710258983,0.4259548098096793
7115,3HMM,2X7O,1.1113997711082688,0.6575253192497953
7116,3HMM,4X2J,0.9865699333211682,0.36187667412079455
